title,company,location,salary,description,job_url
Cafe Management Couple (Front-of-House) – Sponsorship Available,Kpat Hotels,Brisbane QLD,"$125,000 - $125,000 a year","We have a rare opening for aCafe Management Coupleto lead the relaunch of our contemporary café in the heart of Toowoomba—an exciting opportunity to help launch a rebranding of the café and build a vibrant team and cultivate loyal customers. Nestled within the modern, 102‑room Oaks Toowoomba Hotel and part of a thriving full-service hotel product alongside a large conference centre and contemporary gastro-pub, this position benefits from a fully equipped, staffed kitchen shared with our sister venues. As a dynamic duo, you'll deliver an inviting, well-run café experience every day, serving hotel guests and the general public, with the flexibility to expand from breakfast into lunch service and additional catering & take away offerings.As aCafe Management Couple, you will:Lead from the frontline:Manage a small close-knit team and all things FOH—greetings, coffee service, seating, flow, service recoveryWork as a team:Collaboratively run shifts, support one another, and set service benchmarksStaff development:Recruit, roster, coach, and inspire casual and part-time staffOperational execution:Oversee ordering, stock, cash handling, opening/closing, and shift handoversBrand-building:Contribute to café relaunch strategy—from service style to ambience and to customer experienceGuest engagement:Deliver outstanding hospitality consistentlyProfessional standards:Maintain pristine presentation, hygiene, café cleanliness, and adherence to RSAProactive management:Troubleshoot on the fly and make smart, timely decisions in a busy environmentThe ideal candidates will bring:Hospitality leadership: Experience assisting or managing teams in high‑volume café environment.Operational mindset: Strong business acumen, product knowledge, and a focus on driving efficient, profitable outcomes.People skills: Ability to motivate staff, foster a strong team culture, and build rapport with guests.Availability: Flexibility for weekend —this role is hands-on and high-energy.Service passion: A genuine love for hospitality and delivering exceptional guest experiences.Professional standards:High on hygiene, time management, and café presentationBarista ability:One or both of you have, Australian cafe barista experience—or can create great espresso shots and latte art under pressureThe Venue:·Modern Café Concept:Positioned for a brand refresh and exciting new direction·Premier CBD Location:High foot traffic in central Toowoomba·Fully Equipped:Spacious, well-appointed café ready for your leadership·Reporting:Work directly with the Regional Manager and collaboratively with the wider property·Business Growth:Huge potential to grow this café—and your careers—as a leadership team·Open Daily:Breakfast service, with opportunities to introduce lunch menu and cateringWhy join us:·Leadership & Autonomy:A rare opportunity to co-manage and shape a café experience·Strong Support & Culture:Collaborative environment with scope for creativity·Attractive Package:Competitive salary, bonuses, and assistance with relocation/sponsorship·Career Prospects:Grow with us and the business—this is just the beginning of our café’s journey",https://au.jora.com/job/Cafe-Management-Couple-0504abe26a4149cf1e855682934d2218?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=563696a74c94c6d05f2c28e8a360e723&sp=serp&sponsored=false&sq=sponsorship+available&sr=11&tk=h97PV9ZqhSfiWLqNMcLW-SDR7qqaXGUPS3PF991iq&trigger_source=serp
Registered Migration Agent,Aspire Hospitality Group,Albany WA,N/A,"Aspire Hospitality Group is hiring a Part time Registered Migration Agent role in Albany, WA. Apply now to be part of our team.Job summary:Flexible hours available2-3 years of relevant work experience required for this roleAspire Hospitality Group is a progressive group of hospitality venues and services dedicated to building meaningful careers and communities through employment, training and international workforce mobility. With operations in Albany, Western Australia and expansion into the digital and global recruitment space, we are offering an exciting opportunity for a Registered Migration Agent to work alongside our workforce and HR Department.This role offers potential for business partnership int he future for the right candidate who aligns with our values and is ready to grow with us. The position is available on a part-time basis to begin with.Key Responsibilities:Provide professional immigration advice to the company and visa applicants in accordance with Australian Migration Law and Policies.Collaborate with our HR Department on managing VISA applications including Subclass, 484, 494, 407, 186 and 400.Coordinate end-tend sponsorship processes, compliance reporting and record keeping.Liaise with clients, candidates and government departments on immigration matters.Stay updated on immigration legislation and communicate regulatory changes to the team.Collaborate with our Engagement Team to assist in drafting letters, statutory declarations, and business justifications for sponsorship.Support future development of internal immigration systems and client migration services.Qualifications and Skills:Current registration with the Office of the Migration Agents Registration Authority (MARA).Minimum two years of relevant experience in Australian Immigration Law.Proven experience with employer-sponsored visas.Strong written and verbal communication skills.High attention to detail and excellent time management.Ability to work independently and remotely when required.Familiarity with hospitality or workforce placement industry highly regarded.Must maintain compliance and professional ethics standards under the MARA Code of Conduct.What we offer:Flexible work arrangements (remote/hybrid available for the right candidate).Supportive HR and Operations team with clear documentation workflows.Diverse client portfolio across the Hospitality and Digital sectors.Opportunity to transition to a Business Partnership Model under the Aspire Group Structure for the right candidate.Long-term project and case management involvement.How to apply:If you are a passionate Migration professional looking for a long-term collaboration with growth potential and meet the above criteria's, we would love to hear from you.Please send your resume and a short cover letter outlining why you would be a great fit for this role to hr@aspirehospitality. com.au with the subject line: “Registered Migration Agent – Aspire Hospitality Group”.",https://au.jora.com/job/Registered-Migration-Agent-317bf51ea2941c0564615fdcc5ec9d70?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=96ccef0734f2000e9788f98c7517bf9e&sp=sserp&sponsored=true&sq=sponsorship+available&sr=12&tk=h97PV9ZqhSfiWLqNMcLW-SDR7qqaXGUPS3PF991iq&trigger_source=serp
Administration Officer,The University of Queensland,Saint Lucia QLD,"$82,134 - $91,296 a year","School of Mechanical and Mining Engineering – Faculty of EAITFull-time (100%), Permanent positionBase salary will be in the range $82,133.76 - $91,295.5 + 17% Superannuation (HEW Level 5)Visa sponsorship is not available for this positionBased at our St Lucia Campus - BrisbaneAbout This OpportunityWe are seeking an experienced Administration Officer to provide excellent operational and client focused administrative support to students, staff and co-workers in relation to teaching, research, and engagement activities within the School of Mechanical and Mining Engineering.Key responsibilities will include:Provide high quality, efficient administrative support to staff (e.g. exam preparation, e-learning support, course profile publication).Provide client focused, policy based administrative advice to staff and coursework students.Provide administrative assistance to a number of committees, working parties and student misconduct matters.Provide administrative and logistical support for student-focused events.Administer the School’s various outreach programs and events (e.g. mobility programs, Winter and Summer Research Scholarships, field trips, etc.)Assist with the ongoing maintenance of the School’s digital platforms such as the website, intranet, LinkedIn and contribute to other ad-hoc publications as required.Deputise for the Senior Administration Officer if required.Any other duties as reasonably directed by your supervisor.About UQAs part of the UQ community, you will have the opportunity to work alongside the brightest minds, who have joined us from all over the world.Everyone here has a role to play. As a member of our professional staff cohort, you will be actively involved in working towards our vision of a better world. By supporting the academic endeavour across teaching, research, and the student life, you will have the opportunity to contribute to activities that have a lasting impact on our community.Join a community where excellence is at the core of our culture, contributions are valued and a range of benefits and rewards are available, such as:Up to 26 weeks paid parental leave or 14 weeks paid primary caregiver leave17% superannuation contributions17.5% annual leave loadingAccess to flexible working arrangements including, flexible start/finish times, purchased leave, and a condensed fortnightHealth and wellness discounts – fitness passport access, free yearly flu vaccinations, discounted health insurance, and access to our Employee Assistance Program for staff and their immediate familyUQ Study for StaffOn campus childcare optionsAffordable parking (from just $6.15 a day)Salary packaging optionsAbout YouBachelor’s degree or a combination of relevant experience and/or education/training.High level of computer skills, including:the Microsoft suite of products (Word, Excel, Access, PowerPoint and Outlook)enterprise software applications and databases (e.g. Business Objects, SI-net, Blackboard) or the ability to rapidly acquire these skills.Demonstrate high level of interpersonal, written, and verbal communication skills including the ability to communicate effectively with a wide range of individuals including students, co-workers, and senior staff of the University.Demonstrate commitment to, and enthusiasm for, operational excellence and quality client services.Ability and willingness to organise a wide range of events involving multiple stakeholdersCommitted to uphold the University’s values, and with the outstanding personal qualities of openness, respectfulness and integrity.The successful candidate may be required to complete a number of pre-employment checks, including: right to work in Australia, criminal check, education check, etc.Work Rights:You must maintain unrestricted work rights in Australia for the duration of this appointment to apply. Employer sponsored work rights are not available for this appointment.Questions?For more information about this opportunity, please contact Ms Kristin Crear via *******@uq.edu.au.For application inquiries, please reach out to the Talent Acquisition team at ******@uq.edu.au, stating the job reference number (below) in the subject line.Want to Apply?We welcome applications from all individuals and are committed to an inclusive and accessible recruitment process. To be considered, please ensure you upload:ResumeA cover letter summarising how your background aligns with the 'About You' sectionOur strength as an institution lies in our diverse colleagues. We are dedicated to equity, diversity, and inclusion, fostering an environment that mirrors our wider community. We are committed to attracting, retaining, and promoting diverse talent. If you require an alternative method to submit your application due to accessibility needs or personal circumstances, please contact ******@uq.edu.au.Other InformationUQ is committed to a fair, equitable and inclusive selection process, which recognises that some applicants may face additional barriers and challenges which have impacted and/or continue to impact their career trajectory. Candidates who do not meet all criteria are encouraged to apply and demonstrate their potential. The selection panel considers both potential and performance relative to opportunities when assessing suitability for the role.Applications close on Sunday, 24 August 2025 at 11.00pm AEST (R-54845).",https://au.jora.com/job/Administration-Officer-175472d85a5730980f4446fe207e9bd5?abstract_type=original&disallow=true&fsv=true&sl=Australia&sol_key=04849f572cf447700dfc274c08fce1c7&sp=serp&sponsored=false&sq=sponsorship+available&sr=13&tk=h97PV9ZqhSfiWLqNMcLW-SDR7qqaXGUPS3PF991iq&trigger_source=serp
Small Engine Mechanic,Neurone Recruitment,Rivervale WA,"$90,000 - $110,000 a year","Neurone Recruitment is hiring a Full time Small Engine Mechanic role in Rivervale, WA. Apply now to be part of our team.Job summary:Flexible hours availableMore than 4 years of relevant work experience required for this roleExpected salary: $90,000 - $110,000 per yearLead Mechanic – Small Motors & Construction Equipment (Sponsorship Available) | Perth, WAOur client, based inPerth, Western Australia, is looking for a hands-onLead Mechanicto join their growing team. You’ll take charge of the workshop, lead a small team, and ensure fast, reliable service on small motors and construction gear like compactors, saws, and generators.What You’ll Do:Lead the Team:Supervise daily workshop operations, mentor junior staff, and keep jobs running smoothly.Fix and Maintain Equipment:Diagnose and repair 2-stroke/4-stroke engines, power tools, and small construction machines.Manage Workflow:Schedule jobs, track progress, and deliver quality service on time.Ensure Quality:Check all repairs meet company and manufacturer standards before returning equipment.Handle Inventory:Keep tools and parts well-stocked and organized.Talk to Customers:Explain repair issues, offer advice, and resolve concerns professionally.Maintain Safety:Follow and enforce health and safety rules in the workshop.What You’ll Need:At least 5 years of experience working on small engines and equipment.Strong mechanical, electrical, and troubleshooting skills.Past experience leading a team is preferred.Comfortable reading manuals, wiring diagrams, and schematics.Valid driver’s license and relevant trade certifications.Nice to Have:Welding/fabrication experience.Familiarity with workshop or inventory software.What’s on Offer:Competitive pay based on experience.Company vehicle provided.Training and career growth opportunities.Supportive work environment with clear paths to advance.Sponsorship availablefor the right candidate.If you're ready to take the lead in a busy, well-equipped workshop,apply now.About Us:Neurone is a trusted and fully licensed professional recruitment agency, operating in Western Australia. With an impressive track record of assisting both local and international job seekers in finding their dream roles across Australia, we are dedicated to connecting talent with exceptional employment opportunities.Why Choose Neurone?We take pride in being more than just a recruitment agency. Our team comprises licensed professionals with deep expertise in the Australian job market. Our Career Development Consultants and Recruitment Specialists are dedicated to offering exceptional support, helping candidates exceed their career goals. We provide comprehensive solutions for recruitment and job seeker visa requirements, ensuring you are fully prepared for both.Beware of recruitment scams! Neurone maintains a strict policy of never soliciting personal financial information. For further details, please refer to our website at: https://neuronerecruitment.com.au/disclaimer/",https://au.jora.com/job/Small-Engine-Mechanic-f34549f2900eb261c3f59a18b20be0f3?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=ca2f77bbdbbdeaf600fe52f58654b0a0&sp=sserp&sponsored=true&sq=sponsorship+available&sr=14&tk=h97PV9ZqhSfiWLqNMcLW-SDR7qqaXGUPS3PF991iq&trigger_source=serp
Chef/cook needed in Sale,Criterion Hotel Sale,Sale VIC,"$65,000 - $75,000 per month","Criterion Hotel Sale is hiring a Full time Chef/cook needed in Sale role in Sale, VIC. Apply now to be part of our team.Job summary:Looking for candidates available to work:Monday: Morning, Afternoon, EveningTuesday: Morning, Afternoon, EveningWednesday: Morning, Afternoon, EveningThursday: Morning, Afternoon, EveningFriday: Morning, Afternoon, EveningSaturday: Morning, Afternoon, EveningSunday: Morning, Afternoon, Evening1 year of relevant work experience required for this roleExpected salary: $65,000 - $75,000 per monthFlexible Hours  • Great TeamThe Criterion Hotel Sale, is set in the heart of Gippsland, Victoria, Australia with local and regional produce right at our doorstep from the Gippsland Food bowl .  Awarded AHA Victoria - Regional Hotel of the Year 2021 & Best Pub Style Accommodation in Victoria. We pride ourselves as an incluisve employer with professional standards.  You will be working in a fast paced environment where team work is the key ingredient. We strive to be the best Modern Australian Gastro Pub by serving great food and service.   Here you will join a dynamic & passionate team, lead by talented & experienced chefs. This position is perfect for someone with drive, who wants to continue their journey within our team. We are looking for hard working chefs who are aware of current food trends who are still willing to learn. Ideally you will have 3 or more years’ experience in a similar role as a Chef De Partie or Qualified Chef.     *Sponsorship is available for successful candidates*While we take time to review all applications, only those suitable will be contacted for an interview.",https://au.jora.com/job/Chef-8d55fc09b01958eda9b7e90735eab3ab?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=cb1eaf1e4791e63ca477afa84fd7fbd2&sp=sserp&sponsored=true&sq=sponsorship+available&sr=15&tk=h97PV9ZqhSfiWLqNMcLW-SDR7qqaXGUPS3PF991iq&trigger_source=serp
Waitstaff,Miso Japanese Green Square,Zetland NSW,$25 - $25 an hour,"Miso Japanese Green Square is hiring a Full time Waitstaff role in Zetland, NSW. Apply now to be part of our team.Job summary:Looking for candidates available to work:Monday: Morning, Afternoon, EveningTuesday: Morning, Afternoon, EveningWednesday: Morning, Afternoon, EveningThursday: Morning, Afternoon, EveningFriday: Morning, Afternoon, EveningSaturday: Morning, Afternoon, Evening1 year of relevant work experience required for this roleExpected salary: $25 per hourThis is Miso Japanese Restaurant,We are a Japanese restaurant specialising in Teishoku and Tonkatsu.We are looking for a Hall Staff (Green Square) who has experience in customer service and the hospitality industry. Working Holiday/Students/Candidates looking for sponsorship may apply. We are looking for a staff who can potentially become a sub-leader. We need a hall sub-leader who can work MONDAY & TUESDAY full and most lunch shifts.Please see below some key responsibilities of our Hall Staff (waiter/runner) / Sub-leader:Work Requirement & Responsibility:-Proficiency in English is needed-Managing Hall operation (preparation and during service)-Social Media Marketing, Checking emails & Website-Customer care specialist-Making sure all food is served on time-Attending and managing customer waiting list and booking-Help improve sales-Dealing with customer complaints / maintaining a smooth operation-Following indications from managementWork hours:Full-Time/Part-Time hours*(Each shift is around 3-5 hours)LUNCH SERVICE: 11:30-2:00PMDINNER SERVICE: 5:30-9:00PMPayment:*Depending on your experience, work performance, and qualifications $24.28-$26.70/ph. There will be 2 weeks training period ($24.28/ph)If you match the above condition.Please send us your CV & email us at ***********@gmail.comThank you",https://au.jora.com/job/Waitstaff-20d759fbe3df308affd4d1d0a852d377?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=fc94abc6b336aa3a7e9ec82498598562&sp=sserp&sponsored=true&sq=sponsorship+available&sr=16&tk=cAqPP9ITuMmO0MbxqEug-aD0Ag3CbRxA8CLUcu_jp&trigger_source=serp
Business Development Manager,The Abundant Society,Redland Bay QLD,N/A,"The Abundant Society is hiring a Casual/Temporary Business Development Manager role in Redland Bay, QLD. Apply now to be part of our team.Job summary:Flexible hours available1 year of relevant work experience required for this roleJob Type:Business Development Manager - Remote| Choose Your Own Hours (Full-time or Part-time)We’re looking for a seasoned business professional with a minimum of 3 years’ full-time paid experience in a Business Development, Marketing, or Sales Leadership role who’s ready to align their career with more purpose-driven work. If you’re exploring a more flexible, autonomous way to earn while making a meaningful impact, this could be the perfect next chapter.About The Abundant SocietyThe Abundant Society is a modern platform devoted to personal empowerment, professional elevation, and building a life by design. Through digital programs, community-based experiences, and live global events, we help individuals and professionals unlock their full potential.We’re expanding our team with driven professionals who are passionate about growth, leadership, and abundance. This position offers time freedom, location flexibility, and a performance-based income model.What You’ll Be DoingRepresent and promote our personal development and leadership programs across digital platforms.Attend weekly virtual sessions to deepen your product and personal brand knowledge.Host 1:1 discovery calls with people seeking transformation in their careers and lives.Operate autonomous with a commitment of at least 15–20 hours/week.Be part of a supportive and empowering team that values growth and collaboration.Who We’re Looking For3-5+ years of experience in a full-time paid role such as Business Development, Marketing, or Sales Leadership.Strong communicator who’s comfortable engaging online and offline.Familiar with tools like Zoom, email marketing, and social media platforms.Self-starter who values independence and can manage tasks without supervision.Shares our vision of abundance, impact, personal freedom, and lifelong learning.Based in Australia or New ZealandWhy You’ll Love ThisYou’re craving more meaningful work and alignment with a bigger mission.You value flexibility and the ability to work when and where you choose.You’re motivated by results and rewards, not rigid office hours.You’re drawn to continuous growth-personally and professionally.Full training and support provided.Additional NotesThis role isperformance-basedcompensation with uncapped earning potential.Not suitable for student visas or those seeking sponsorship.Ready to step into a more empowered version of your career?Apply today to explore how you can thrive with The Abundant Society.",https://au.jora.com/job/Business-Development-Manager-82141c68860f28e5c203e0a6d2b63739?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=1903a8805404bd54e14147d89c812d46&sp=sserp&sponsored=true&sq=sponsorship+available&sr=17&tk=cAqPP9ITuMmO0MbxqEug-aD0Ag3CbRxA8CLUcu_jp&trigger_source=serp
Front Of House Staff,Six Degrees,Albany WA,$31 - $33 an hour,"Six Degrees is hiring a Casual/Temporary Front Of House Staff role in Albany, WA. Apply now to be part of our team.Job summary:Flexible hours available1 year of relevant work experience required for this roleExpected salary: $31 - $33 per hourAre you ready to be part of something extraordinary? At Six Degrees, we are more than just a bar and a hotel – we've a vibrant hub of energy, creativity, and hospitality innovation! With live music setting the mood, Fox sports keeping the vibes high, and a menu full of tasty dishes, we are redefining what is means to be a Funky Bar and Hotel.We are recruiting for extra Front of House Superstars on a casual basis!Key Responsibilities:Deliver excellent customer service in a fast-paced venue.Engage with guests to create memorable and enjoyable experiences.Operate POS and booking systems.Prepare and serve coffee (barista skills preferred) and beverages including cocktails.Maintain a clean, welcoming and organised service environment.Work collaboratively with the kitchen and front of house teams during service.Support set-up and pack-down before and after venue opening/closing times.Follow all RSA and Venue Compliance Policies and Procedures.Qualifications:Current Responsible Service of Alcohol – this is a must!Approved Manager Certification is desirable but not required.Current Police Check – required prior to commencement.Experience:Minimum 12 months of Front of House experience in a hospitality environment – this is a must!Barista and Cocktail-making skills highly regarded (training available).Familiarity with POS systems and booking software.Strong communication, multitasking, and teamwork skills.Availability to work on a rotating roster with shifts available during the week and on weekends.What we offer:Fun, high-energy venue with live music and great vibes.A supportive team culture and opportunities to grow within a multi-venue hospitality organisation.Opportunities to progress into a part-time position for the right candidate.Continuous on the job training.Competitive pay aligned within the Hospitality Award – based on skillset and experience.Immediate start available.How to apply:Send your resume and a brief message outlining why you would be a great fit for this position to hr@aspirehospitality. com. auInclude “Front of House Staff – Six Degrees” in the subject line.Sponsorship opportunities for a 407 Training VISA or other alternative VISA’s may be available for the right candidate – conditions apply and will be discussed on a case-by-case basis.",https://au.jora.com/job/Front-of-House-Staff-511e8424942454de8d66c4d76eb946ec?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=5143f40ed4e029c7bc3c27782fc63346&sp=sserp&sponsored=true&sq=sponsorship+available&sr=18&tk=cAqPP9ITuMmO0MbxqEug-aD0Ag3CbRxA8CLUcu_jp&trigger_source=serp
"Senior Dog Groomer – $80,000–$90,000 + Sponsorship Available",PawsAbout Pty Ltd,Rose Bay NSW,"$80,000 - $90,000 a year","oin our passionate and growing team at PawsAbout!We’re on the lookout for a talented, experiencedSenior Dog Groomerwho truly cares about animal welfare and takes pride in delivering high-quality grooming services.🐶 What We’re Looking For:Minimum3 years of hands-on dog grooming experienceSkilled in breed-specific clips and confident with a wide range of coat typesGentle, patient, and animal-loving attitudeAble to work independently and as part of a collaborative, supportive teamStrong communication and customer service skills💼 What We Offer:Salary: $80,000–$90,000 per year, depending on experienceSponsorship availablefor the right candidate (must meet visa requirements)Full-time role,Monday to Friday only– enjoy your weekends off!Fun, inclusive team cultureBeautiful locations inSydney’s Eastern Suburbs(Coogee & Rose Bay)Supportive management that values your growth, work-life balance, and wellbeing✉️ How to Apply:Please send yourresume and photos of your grooming workto:📧 ****@pawsabout.com.au",https://au.jora.com/job/Dog-Groomer-acd89424cb95b1342483712689209fbe?abstract_type=original&disallow=true&fsv=true&sl=Australia&sol_key=2e21cb019de81f99ae31ea40a50497df&sp=serp&sponsored=false&sq=sponsorship+available&sr=19&tk=cAqPP9ITuMmO0MbxqEug-aD0Ag3CbRxA8CLUcu_jp&trigger_source=serp
Chef,Kubo’s Bar And Grill,Southport QLD,"$78,000 - $85,000 a year","Kubo’s Bar And Grill is hiring a Full time Chef role in Southport, QLD. Apply now to be part of our team.Job summary:Flexible hours available1 year of relevant work experience required for this roleExpected salary: $78,000 - $85,000 per year🧑‍🍳Chef – Filipino Cuisine Specialist📍Location:Gold Coast, QLD💼Job Type:Full-Time (38 hours/week)💰Salary:$78,000 – $85,000 + Super (based on experience)🕒Applications Close:November 2025⸻🔹About the CompanyHJC Gutierrez Pty Ltd (trading as Kubos Bar and Grill) is a Filipino restaurant located in the heart of the Gold Coast. Known for authentic dishes and cultural dining experiences, we are seeking a passionateChef with expertise in Filipino cuisineto join our team as we continue to grow.⸻🔹About the RoleWe are looking for an experienced and motivated Chef to lead the preparation of authentic Filipino dishes and contribute to a dynamic kitchen team. This is a full-time position for someone who values quality, creativity, and cultural authenticity in cooking.⸻🔹Duties & Responsibilities• Prepare and cook a variety of traditional and modern Filipino dishes.• Ensure high standards in food presentation and portion control.• Assist in developing seasonal Filipino menus and specials.• Maintain kitchen hygiene, food safety, and OH&S compliance.• Oversee daily kitchen operations, including inventory and stock control.• Train and supervise junior kitchen staff as required.⸻🔹Skills & Experience Required• Minimum2 years’ experience as a Chefin a commercial kitchen.• Proven knowledge and cooking experience inFilipino cuisine(essential).• Ability to manage a busy kitchen and deliver consistent quality under pressure.• Formal cookery qualifications (Cert III or IV in Commercial Cookery or equivalent) preferred.• Strong English communication and team leadership skills.• Must be available to work evenings, weekends, and holidays as needed.⸻🔹Salary & Benefits• Competitive salary of$78,000 – $85,000 per annumplus super.• Opportunities to contribute creatively to a culturally rich and growing menu.• Friendly and supportive team environment.⸻🔹How to ApplyClick“Apply Now”to submit your resume and a short cover letter outlining your experience and interest in Filipino cuisine.Applications will beaccepted for at least 28 daysfrom the posting date.⸻⚠️Important Note:This position is open toAustralian residentsandqualified overseas candidateseligible for employer sponsorship under theSubclass 482 (Skills in Demand) visa. Sponsorship may be considered for the right applicant.⸻🏢About Kubos Bar and GrillKubos Bar and Grill is a proud Filipino-Australian business celebrating Filipino food and culture. We are committed to delivering excellence in dining and customer experience in a warm, family-oriented atmosphere.HJC GUTIERREZ PTY LTD is an equal opportunity employer. Only shortlisted applicants will be contacted.",https://au.jora.com/job/Chef-3fad711381781069ba897122203841ef?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=08728acf33e8cef58c6c9b80adf0d098&sp=sserp&sponsored=true&sq=sponsorship+available&sr=20&tk=cAqPP9ITuMmO0MbxqEug-aD0Ag3CbRxA8CLUcu_jp&trigger_source=serp
Truck Mechanic,JG Truck Repairs,Sumner QLD,"$75,000 - $90,000 a year","JG Truck Repairs is hiring a Full time Truck Mechanic role in Sumner, QLD. Apply now to be part of our team.Job summary:Flexible hours available2-3 years of relevant work experience required for this roleExpected salary: $75,000 - $90,000 per yearWe are currently looking for a skilled and motivatedTruck Mechanicto join our growing team atJG Truck Repairs, located inSumner, QLD. As a well-established workshop, we specialise in the repair and maintenance of a wide range of heavy vehicles, including European brands such asScania, Volvo, MAN, and more.This is afull-time, day shift role. We do not operate night shifts, butoccasional overtime may be required, which will be compensated accordingly.Key Responsibilities:Perform scheduled servicing and preventative maintenance on heavy vehiclesDiagnose and repair mechanical faultsComplete repairs to a high standard and within set timeframesMaintain accurate service recordsComply with workshop safety procedures and standardsRequirements:Trade qualification in Heavy Vehicle Mechanics (or equivalent)Minimum 2–3 years of hands-on experienceExperience with European trucks (preferred but not essential)Current driver's licence (HR licence desirable)Ability to work independently and as part of a teamStrong attention to detail and commitment to safetyYou must havefull working rights in Australia(citizenship, permanent residency, or valid full work visa).What We Offer:Competitive annual salary($75,000 – $90,000)depending on experienceSuperannuation at 12% (from 1 July 2025)Supportive and friendly team cultureClean, modern and well-equipped workshopDay shifts only – no night shifts requiredOvertime opportunitiesavailableTSS/SID 482 visa sponsorship availablefor the right candidate after successful completion of a6-month probation period (onshore only)If you're passionate about truck maintenance and looking to grow your career with a reputable company,apply now and become part of our dedicated teamat JG Truck Repairs.",https://au.jora.com/job/Truck-Mechanic-5233aee8e02bd7c3c2369640fc9f1d9d?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=03098202284bc62c25747dd5eec890ad&sp=sserp&sponsored=true&sq=sponsorship+available&sr=21&tk=cAqPP9ITuMmO0MbxqEug-aD0Ag3CbRxA8CLUcu_jp&trigger_source=serp
Accounts Manager,Aspire Hospitality Group,Albany WA,"$73,000 - $90,000 a year","Aspire Hospitality Group is hiring a Part time Accounts Manager role in Albany, WA. Apply now to be part of our team.Job summary:Flexible hours available2-3 years of relevant work experience required for this roleExpected salary: $73,000 - $90,000 per yearAspire Hospitality Group operates a portfolio of innovative and fast-growing hospitality venues in Albany, WA including Six Degrees, Chanya Thai and Venice Albany. As we scale operations across venues and digital platforms, we are seeking a proactive and detailed-driven Accounts Manager to lead our finance and accounting functions. This is a hands-on role with exposure to payroll, compliance, financial forecasting and integrated digital systems.We’re looking for someone who wants to be part of a purpose-driven team shaping the future of hospitality in regional Australia.Key Responsibilities:Oversee end-to-end bookkeeping, general ledger management, and bank reconciliations.Manage accounts payable and receivable across multiple entities and venues.Prepare and lodge BAS, IAS, payroll tax and superannuation obligations.Run payroll cycles and collaborate with HR to ensure compliance with the Hospitality Industry Award.Maintain accurate financial records and assist in monthly reporting.Support budgeting, cash flow forecasting, and profitability analysis.Liase with external account teams, ATO, and relevant financial institutions.Support VISA Sponsorship and HR with employment cost modelling and award rate calculations.Implement and maintaint digital tools for efficient finance operations.Qualifications and Skills:Minimum three years' experience in finance, accounting or a bookkeeping role.Proficient in Xero with working knowledge of timesheet systems like Tanda.Strong understanding of Australian Taxation and Fair Work compliance.A degree or diploma in Accounting of Finance.Excellent organisational and communication skills.Ability to work independently, manage competing deadlines, and support multiple business units.Experience in the hospitality or service industry is highly regarded, however not essential.What we offer:Competitive salary with growth and training opportunities.Flexible and supportive working environment.Work across multiple venues and diverse digital platforms.Be part of a forward-thinking, people first team.Opportunities to contribute to long-term strategic financial planning.Opportunities for flexible working arrangements (remote, hybrid) for the right candidate.How to apply:If you’re passionate about numbers, systems and streamlining finance operations in a dynamic environment, we’d love to hear from you.Please send your resume and a brief cover letter outlining your suitability for the role to: hr@aspirehospitality. com.au with “Accounts Manager – Aspire Hospitality Group” in the subject line.",https://au.jora.com/job/Accounts-Manager-8e266ae05e045bdb2e717c60a43b7d56?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=c073f6816e69d9bb89c0eaef6828616a&sp=sserp&sponsored=true&sq=sponsorship+available&sr=22&tk=cAqPP9ITuMmO0MbxqEug-aD0Ag3CbRxA8CLUcu_jp&trigger_source=serp
