source,title,company,location,salary,description,job_url
Jora,Restaurant Manager,waterford carvery and cafe,Waterford West QLD,"$75,000 - $79,000 a year","waterford carvery and cafe is hiring a Full time Restaurant Manager role in Waterford West, QLD. Apply now to be part of our team.Job summary:Looking for candidates available to work:Monday: MorningTuesday: MorningWednesday: MorningThursday: MorningFriday: MorningSaturday: MorningSunday: Morning2-3 years of relevant work experience required for this roleExpected salary: $75,000 - $79,000 per yearJob descriptionRestaurant Manager–Waterford Carvery & CafeLocation: Waterford, QLDEmployment Type: Full-timeSalary: Competitive, based on experience (AU$75,000-$84,863.64)About UsWaterford Carvery & Cafe is a well-established eatery known for its delicious carvery-style meals, fresh coffee, and excellent customer service. We are looking for an experienced Restaurant Manager to lead our team and ensure smooth operations and a great dining experience for our customers.Key Responsibilities✔ Oversee daily operations of the cafe and carvery✔ Manage, train, and supervise staff to ensure high performance✔ Maintain exceptional customer service standards✔ Control stock levels, order supplies, and manage supplier relationships✔ Ensure compliance with food safety and health regulations✔ Develop and implement business strategies to increase revenue✔ Handle staff rostering, payroll, and operational budgets✔ Monitor quality control for food and beveragesRequirementsMinimum 2 years of experience in a similar managerial roleStrong leadership and problem-solving skillsExcellent communication and customer service abilitiesKnowledge of food safety regulations and hospitality standardsExperience in cost control, budgeting, and stock managementAbility to work in a fast-paced environmentBarista skills (preferred but not required)Why Join Us?Lead a reputable and growing businessCompetitive salary + career progression opportunitiesSupportive and dynamic team environmentHow to Apply:If you’re a passionate and experienced Restaurant Manager, we’d love to hear from you! Apply now with your resume and cover letter outlining why you're the perfect fit for the role.Job Type: Full-timePay: $75,000.00 – $84,863.64 per yearBenefits:Employee discountProfit sharingSalary packagingVisa sponsorshipSchedule:Evening shiftMorning shiftSupplementary Pay:Christmas bonusOvertime payRetention bonusSigning bonusWeekly bonusWork Authorization:Australia (Preferred)Work Location: In person",https://au.jora.com/job/Restaurant-Manager-72cb926edc6ad20303a9f4069565247e?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=8d4aa3f74f77b98c345343936fbe2376&sp=sserp&sponsored=true&sq=sponsorship+available&sr=20&tk=Ce0BISYmuJknohDuoRiU-22QxoVWnjZkm5mrBLPWu&trigger_source=serp
Jora,"Disability Advisor, Student Wellbeing Services",Western Sydney University,Parramatta NSW,"$116,636 - $129,479 a year","·      Full-time, Ongoing position·      Based at Parramatta South CampusAbout Western Sydney UniversityWestern Sydney University is a modern, forward-thinking, research-led institution at the heart of Australia’s fastest-growing and most economically significant region. With 11 campuses across Sydney and international locations in Vietnam and Indonesia—plus planned expansion in India—it serves nearly 50,000 students, 3,500 staff, and a global network of over 200,000 alumni. Ranked in the top 2% of universities worldwide, over 85% of its assessed research is rated ‘World Standard’ or above. The University is ranked #1 globally and nationally in the Times Higher Education University Impact Rankings (2022-2025) for its commitment to the United Nations’ Sustainable Development Goals.The OpportunityAre you passionate about creating inclusive learning environments and empowering students with disability to thrive? We are seeking a dedicated Disability Advisor to join our team and deliver proactive, tailored support services that enhance access, participation, retention, and success for students with disability.This role involves providing specialist advice, advocacy, and support to students with disability, using innovative strategies to promote their academic success. It includes collaborating with students and staff to develop, monitor, and refine academic reasonable adjustment plans. The advisor offers expert guidance on inclusive design and accessibility of facilities, services, and learning environments, while also monitoring service performance metrics and student feedback to identify gaps and implement targeted improvements. Accurate record-keeping and compliance with university policies, legislative frameworks, and funding requirements are essential. The role also focuses on building and sustaining collaborative relationships with internal teams and external partners to strengthen service delivery and referral pathways.About YouThe successful candidate will have a tertiary qualification in Allied Health, Education, Social Work, or a related field, along with extensive experience supporting individuals with disability in advisory, training, or support roles, demonstrated strong understanding and practical application of relevant legislation, including the Federal Disability Discrimination Act (1992), Disability Standards for Education (2005), New South Wales Anti–Discrimination Act (1977), and the Privacy Act (1998), ability to build collaborative relationships with diverse stakeholders - both internal and external, will possess excellent written and verbal communication skills, with proven experience presenting to varied audiences and strong advocacy and negotiation skills will enable you to effectively support and represent students in resolving complex and sensitive educational or systemic issues. You will be highly organised, capable of managing multiple priorities in a dynamic environment, and proficient in Microsoft 365 and CRM platforms.Working with Children Check:It is a mandatory requirement for any incumbent of this position to have a current NSW Employee Working with Children Clearance in accordance with the NSW Child Protection (Working with Children) Act 2012.Why Join Us?Western Sydney University is a values-driven organisation that embraces diversity and inclusion and offers a rewarding and supportive work environment. We offer competitive benefits, flexible work arrangements, and a hybrid work environment that supports a healthy work-life balance.Joining our team comes with a range of exceptional benefits designed to support your well-being and professional growth including:Work-Life Balance: Enjoy flexible work arrangements, generous leave entitlements, and the option to work from home up to 2 days per week.Professional Development: Take advantage of professional development and networking opportunities, including secondment opportunities to enhance your skills across the University.Staff Benefits: Access a range of benefits, including health and fitness programs like Fitness Passport, library facilities, café and restaurant deals, and many other goods and services!Applicants should be aware that this role will be based at Parramatta South campus, however as Western Sydney University is a multi-campus university travel to other campuses may be required when operational needs arise.If this sounds like an opportunity for you, we want to hear from you! Apply now ensuring you carefully address each of the screening questions in your application. Please review the position description for further informationthrough the apply link.Remuneration Package:HEW Level 8 $138,029 to $153,227 p.a. (comprising Salary of $116,636 to $129,479 p.a., plus Superannuation and Leave Loading)Position Enquiries:Please contact Terri Mears, Acting Executive Director, Equity, Safety & Wellbeing via email at *******@westernsydney.edu.auRecruitment Enquiries:Specific enquiries or issues with your application may be directed to the Talent Acquisition Team at ***************@westernsydney.edu.auClosing Date:8:30 pm on Sunday 24 August 2025Working Rights in Australia - EligibilityPlease note: Visa sponsorship is not available for this position. For an ongoing/continuing position, you must be an Australian or New Zealand citizen or an Australian Permanent Resident and provide evidence at time of application.Note - Only those applications submitted via the WSU online recruitment system will be accepted. No Recruitment Agency applications will be accepted.",https://au.jora.com/job/Disability-Advisor-Student-5eb87c6e550a6064147e9ac5c66b5b28?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=16b979001b00c92084219772cf1a8046&sp=serp&sponsored=false&sq=sponsorship+available&sr=21&tk=Ce0BISYmuJknohDuoRiU-22QxoVWnjZkm5mrBLPWu&trigger_source=serp
Jora,Truck Mechanic,JG Truck Repairs,Sumner QLD,"$75,000 - $90,000 a year","JG Truck Repairs is hiring a Full time Truck Mechanic role in Sumner, QLD. Apply now to be part of our team.Job summary:Flexible hours available2-3 years of relevant work experience required for this roleExpected salary: $75,000 - $90,000 per yearWe are currently looking for a skilled and motivatedTruck Mechanicto join our growing team atJG Truck Repairs, located inSumner, QLD. As a well-established workshop, we specialise in the repair and maintenance of a wide range of heavy vehicles, including European brands such asScania, Volvo, MAN, and more.This is afull-time, day shift role. We do not operate night shifts, butoccasional overtime may be required, which will be compensated accordingly.Key Responsibilities:Perform scheduled servicing and preventative maintenance on heavy vehiclesDiagnose and repair mechanical faultsComplete repairs to a high standard and within set timeframesMaintain accurate service recordsComply with workshop safety procedures and standardsRequirements:Trade qualification in Heavy Vehicle Mechanics (or equivalent)Minimum 2–3 years of hands-on experienceExperience with European trucks (preferred but not essential)Current driver's licence (HR licence desirable)Ability to work independently and as part of a teamStrong attention to detail and commitment to safetyYou must havefull working rights in Australia(citizenship, permanent residency, or valid full work visa).What We Offer:Competitive annual salary($75,000 – $90,000)depending on experienceSuperannuation at 12% (from 1 July 2025)Supportive and friendly team cultureClean, modern and well-equipped workshopDay shifts only – no night shifts requiredOvertime opportunitiesavailableTSS/SID 482 visa sponsorship availablefor the right candidate after successful completion of a6-month probation period (onshore only)If you're passionate about truck maintenance and looking to grow your career with a reputable company,apply now and become part of our dedicated teamat JG Truck Repairs.",https://au.jora.com/job/Truck-Mechanic-5233aee8e02bd7c3c2369640fc9f1d9d?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=887399aa4561fbcd43a9b820739700c4&sp=sserp&sponsored=true&sq=sponsorship+available&sr=22&tk=Ce0BISYmuJknohDuoRiU-22QxoVWnjZkm5mrBLPWu&trigger_source=serp
Jora,Business Development Manager,The Abundant Society,Redland Bay QLD,N/A,"The Abundant Society is hiring a Casual/Temporary Business Development Manager role in Redland Bay, QLD. Apply now to be part of our team.Job summary:Flexible hours available1 year of relevant work experience required for this roleJob Type:Business Development Manager - Remote| Choose Your Own Hours (Full-time or Part-time)We’re looking for a seasoned business professional with a minimum of 3 years’ full-time paid experience in a Business Development, Marketing, or Sales Leadership role who’s ready to align their career with more purpose-driven work. If you’re exploring a more flexible, autonomous way to earn while making a meaningful impact, this could be the perfect next chapter.About The Abundant SocietyThe Abundant Society is a modern platform devoted to personal empowerment, professional elevation, and building a life by design. Through digital programs, community-based experiences, and live global events, we help individuals and professionals unlock their full potential.We’re expanding our team with driven professionals who are passionate about growth, leadership, and abundance. This position offers time freedom, location flexibility, and a performance-based income model.What You’ll Be DoingRepresent and promote our personal development and leadership programs across digital platforms.Attend weekly virtual sessions to deepen your product and personal brand knowledge.Host 1:1 discovery calls with people seeking transformation in their careers and lives.Operate autonomous with a commitment of at least 15–20 hours/week.Be part of a supportive and empowering team that values growth and collaboration.Who We’re Looking For3-5+ years of experience in a full-time paid role such as Business Development, Marketing, or Sales Leadership.Strong communicator who’s comfortable engaging online and offline.Familiar with tools like Zoom, email marketing, and social media platforms.Self-starter who values independence and can manage tasks without supervision.Shares our vision of abundance, impact, personal freedom, and lifelong learning.Based in Australia or New ZealandWhy You’ll Love ThisYou’re craving more meaningful work and alignment with a bigger mission.You value flexibility and the ability to work when and where you choose.You’re motivated by results and rewards, not rigid office hours.You’re drawn to continuous growth-personally and professionally.Full training and support provided.Additional NotesThis role isperformance-basedcompensation with uncapped earning potential.Not suitable for student visas or those seeking sponsorship.Ready to step into a more empowered version of your career?Apply today to explore how you can thrive with The Abundant Society.",https://au.jora.com/job/Business-Development-Manager-82141c68860f28e5c203e0a6d2b63739?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=68e86d1748e8a67ed4432eefd8b6bae1&sp=sserp&sponsored=true&sq=sponsorship+available&sr=23&tk=Ce0BISYmuJknohDuoRiU-22QxoVWnjZkm5mrBLPWu&trigger_source=serp
Jora,Chef,Kubo’s Bar And Grill,Southport QLD,"$78,000 - $85,000 a year","Kubo’s Bar And Grill is hiring a Full time Chef role in Southport, QLD. Apply now to be part of our team.Job summary:Flexible hours available1 year of relevant work experience required for this roleExpected salary: $78,000 - $85,000 per year🧑‍🍳Chef – Filipino Cuisine Specialist📍Location:Gold Coast, QLD💼Job Type:Full-Time (38 hours/week)💰Salary:$78,000 – $85,000 + Super (based on experience)🕒Applications Close:November 2025⸻🔹About the CompanyHJC Gutierrez Pty Ltd (trading as Kubos Bar and Grill) is a Filipino restaurant located in the heart of the Gold Coast. Known for authentic dishes and cultural dining experiences, we are seeking a passionateChef with expertise in Filipino cuisineto join our team as we continue to grow.⸻🔹About the RoleWe are looking for an experienced and motivated Chef to lead the preparation of authentic Filipino dishes and contribute to a dynamic kitchen team. This is a full-time position for someone who values quality, creativity, and cultural authenticity in cooking.⸻🔹Duties & Responsibilities• Prepare and cook a variety of traditional and modern Filipino dishes.• Ensure high standards in food presentation and portion control.• Assist in developing seasonal Filipino menus and specials.• Maintain kitchen hygiene, food safety, and OH&S compliance.• Oversee daily kitchen operations, including inventory and stock control.• Train and supervise junior kitchen staff as required.⸻🔹Skills & Experience Required• Minimum2 years’ experience as a Chefin a commercial kitchen.• Proven knowledge and cooking experience inFilipino cuisine(essential).• Ability to manage a busy kitchen and deliver consistent quality under pressure.• Formal cookery qualifications (Cert III or IV in Commercial Cookery or equivalent) preferred.• Strong English communication and team leadership skills.• Must be available to work evenings, weekends, and holidays as needed.⸻🔹Salary & Benefits• Competitive salary of$78,000 – $85,000 per annumplus super.• Opportunities to contribute creatively to a culturally rich and growing menu.• Friendly and supportive team environment.⸻🔹How to ApplyClick“Apply Now”to submit your resume and a short cover letter outlining your experience and interest in Filipino cuisine.Applications will beaccepted for at least 28 daysfrom the posting date.⸻⚠️Important Note:This position is open toAustralian residentsandqualified overseas candidateseligible for employer sponsorship under theSubclass 482 (Skills in Demand) visa. Sponsorship may be considered for the right applicant.⸻🏢About Kubos Bar and GrillKubos Bar and Grill is a proud Filipino-Australian business celebrating Filipino food and culture. We are committed to delivering excellence in dining and customer experience in a warm, family-oriented atmosphere.HJC GUTIERREZ PTY LTD is an equal opportunity employer. Only shortlisted applicants will be contacted.",https://au.jora.com/job/Chef-3fad711381781069ba897122203841ef?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=7a0271913bccff39d405852f433a0f8c&sp=sserp&sponsored=true&sq=sponsorship+available&sr=24&tk=Ce0BISYmuJknohDuoRiU-22QxoVWnjZkm5mrBLPWu&trigger_source=serp
Jora,.Net and Power Apps Developer,Peoplebank,Sydney CBD NSW,N/A,"Looking to Move to Perth? Sponsorship Available.Ready for sunshine, a world-class lifestyle, and a career that actually excites you?We’re on the hunt for a talented.NET Developer with PowerApps or Dynamics 365 CE experienceto join a fast-growing, purpose-driven tech consultancy delivering solutions that truly make an impact.This isn’t just about writing code. You’ll work on projects that transform how organisations operate — from not-for-profits changing lives, to forward-thinking businesses embracing innovation. You’ll be surrounded by a collaborative, values-led team who push each other to deliver excellence without the corporate politics.What you’ll bringStrong skills in .NET, C#, and SQL ServerExperience in PowerApps and/or Dynamics 365 CE (or the drive to learn fast)A creative approach to solving complex problemsA genuine interest in tech that matters — not just tech for tech’s sakeWhat’s on offerEmployer sponsorship to live and work in PerthA supportive environment with career growth built inWork that balances technical challenge with real-world purposeThe chance to be part of a team where your ideas countIf you’ve been waiting for the perfect mix ofcareer, culture, and coastal lifestyle, this is it. Apply now quoting #267432 and let’s start your Perth chapter.",https://au.jora.com/job/Net-and-Power-3c2809e332b02877944eef8a58a55eee?abstract_type=original&disallow=true&fsv=true&sl=Australia&sol_key=6df6bdde4dc9b0d961a2bd386deae6aa&sp=serp&sponsored=false&sq=sponsorship+available&sr=25&tk=Ce0BISYmuJknohDuoRiU-22QxoVWnjZkm5mrBLPWu&trigger_source=serp
Jora,"Senior Dog Groomer – $80,000–$90,000 + Sponsorship Available",PawsAbout Pty Ltd,Rose Bay NSW,"$80,000 - $90,000 a year","oin our passionate and growing team at PawsAbout!We’re on the lookout for a talented, experiencedSenior Dog Groomerwho truly cares about animal welfare and takes pride in delivering high-quality grooming services.🐶 What We’re Looking For:Minimum3 years of hands-on dog grooming experienceSkilled in breed-specific clips and confident with a wide range of coat typesGentle, patient, and animal-loving attitudeAble to work independently and as part of a collaborative, supportive teamStrong communication and customer service skills💼 What We Offer:Salary: $80,000–$90,000 per year, depending on experienceSponsorship availablefor the right candidate (must meet visa requirements)Full-time role,Monday to Friday only– enjoy your weekends off!Fun, inclusive team cultureBeautiful locations inSydney’s Eastern Suburbs(Coogee & Rose Bay)Supportive management that values your growth, work-life balance, and wellbeing✉️ How to Apply:Please send yourresume and photos of your grooming workto:📧 ****@pawsabout.com.au",https://au.jora.com/job/Dog-Groomer-acd89424cb95b1342483712689209fbe?abstract_type=original&disallow=true&fsv=true&sl=Australia&sol_key=aca21e8ddbac226e8fc6ecbcdbf37e0f&sp=serp&sponsored=false&sq=sponsorship+available&sr=26&tk=Ce0BISYmuJknohDuoRiU-22QxoVWnjZkm5mrBLPWu&trigger_source=serp
Jora,Panel Beaters,HQ Migration Solutions,Mornington VIC,"$54,000 - $75,000 a year","Job InfoLocation: MORNINGTON, VICSalary: Not SpecifiedJob Type: Permanent position | Full time positionJob DescriptionThe Role Come and join us at our new workshop in Mornington, Victoria. With full heating all through winter, you are sure to be very comfortable working in our new workshop. Our family-owned workshop has immediate vacancies for Experienced Panel Beaters to join our team. We are an accredited sponsor and sponsorship is available where required. Duties & Responsibilities The Full-time Panel Beater role includes the following tasks and duties:Vehicle strips and rebuildsAssessing the extent of motor vehicle repairs, restoration, or customization requests.General repairs and rectification worksRemove, repair, and replace damaged panels following repair proceduresAssessing the extent of motor vehicle repairs, restoration, or customization requests.Repair dents on damaged vehicles using fillersFiling, grinding, and sanding the body of the vehicle to restore to pre-accident conditionRe-fit and align all partsRealign chassis and body framesWorking with fibre glassQualifications or RequirementsAbility to work independently in a time and safe manner and in a team from time to timeQualified panel beater with at least 3 years experienceAdditional experience may be considered in lieu of qualificationsAttention to detail and pride in your workExperience with panel beating on a variety of vehicle brands and modelsPrestige vehicle experience – such as Mercedes, BMW would be highly regardedUnderstanding of workplace health and safetyPositive and motivatedSalary Annual Salary Range $54,000 to $75,000 plus superannuation - commensurate to skill set and experience. About the Company Mach 1 Panel and Paint is Mornington Peninsula’s finest automotive accident repairer. Opportunity for extra income with overtime available from time to time. All interested applicants are encouraged to apply. Visa sponsorship may be considered if required. We look forward to receiving your application!",https://au.jora.com/job/Panel-Beater-5a0452ed33986d1ee2b85508d452a421?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=90ac8ef113d6a181384dae78ffcf2fa4&sp=serp&sponsored=false&sq=sponsorship+available&sr=27&tk=Ce0BISYmuJknohDuoRiU-22QxoVWnjZkm5mrBLPWu&trigger_source=serp
Jora,Teacher - Visa Sponsorship Opportunities,Catholic Education Western Australia,Perth WA,"$88,785 - $88,785 a year","Company:Catholic Education Western Australia LimitedCalling teachers with international qualifications: experience life in the spectacular outback Kimberley region of Western Australia in 2025 - we will sponsor you!CEWA considers sponsoring international candidates with a university degree or equivalent in Early Childhood or Primary Education who are currently living in Australia. CEWA's urgent need is for Early Childhood and Primary teachers for 2025 - please note that currently there are no vacancies for Secondary teachers and therefore sponsorship is not available to highschool teachers at present. Successful applicants will receive comprehensive support from our organisation to work and thrive in northern Western Australia. We invite passionate teachers to bring their diverse skills and experience to our vibrant Catholic school communities in the East Kimberley. Successful applicants may teach at one of 8 outback destinations in the red-desert communities spanning the Ord River. Both Catholic and non-Catholic applicants welcomed and encouraged to apply!Big benefitsRelocation travel from any major Australian city including flights, goods transportation and vehicle transportation paid by CEWAHousing provided by CEWA at capped low percentage of salary or completely free depending on school destinationLocation allowance paid per fortnightRegional bonus incentive payment paid annuallyAir conditioning reimbursement paid per fortnightElectricity cover for higher than average costs paid by CEWAAccelerated long service leave accrual at twice the standard rate (depending on school destination)Christmas break return flights to Perth or equivalent annually2 x mid-year break chartered plane flights annually for teacher teams based in desert school locations - choice of holiday destinations include Broome, Katherine, etcFriday early classroom finish 12:30pm every week *applicable to selected desert schools4 x days additional accrued leave to extend long weekends throughout the year and support your personal travel adventures during your stay *applicable to selected desert schoolsStrong communication technology access via Star LinkOn-country teaching and learning practices incorporating local Aboriginal culture and knowledgeAccess to salary packaging through our not-for-profit statusDiscounted corporate health rates with HBF and MedibankAccess for you and your family to our Employee Assistance Program including support with; nutrition & lifestyle, financial guidance, career planning and free counselling.Sector leading professional development opportunitiesPay rate$88,785 per annum salary + Superannuation 11%Annual bonus $5,000 - $20,000 dependent upon school destinationLocation allowance $3,534 - $10,786 per annumAirconditioning and Electricity reimbursementsSponsorship candidates may be considered for vacancies at CEWA's remote desert East Kimberley schools located in:Balgo HillsBillilunaMulan / Lake GregoryRed HillRinger SoakWarmunWyndhamNote: sponsorship is offered in remote desert locations that are unsuitable for teachers with families due to extremely limited access to health, recreational or support services.Start datesOngoing throughout 2025Requirements:To apply for this job, applicants need:University degree in Education or equivalent: either Early Childhood or Primary Education (Secondary not suitable at this time)Registrationconfirmation from Teachers Registration Board of Western Australia - please conduct this process online via: TRBWACurrently residing anywhere in Australia (candidates based in overseas locations will be considered only if/when the candidate supply in Australia is exhausted)If successful in being offered a job with CEWA, applicants will need:Important: Please note that applying with the correct criteria is not a guarantee of employment. Candidates who successfully meet the requirements will be considered as vacancies arise at East Kimberley schools and may be selected for interview with the principal. Schools consider sponsorship in instances where they have been unable to source suitable local teachers with existing work rights to fill that position, and this is assessed on a case by case basis. Candidates requiring sponsorship who are already living in Australia are given preference over those currently based overseas.Role duties:Teaching in Kimberley Catholic schools isn't just about education – it's a pathway to shaping lives and making meaningful connections, it's the privilege of close proximity to the local culture and wisdom of traditional communities. Here, you'll pioneer flexible and innovative educational programs, delivering high-quality learning experiences to students in nature-focused settings including:Fostering foundational relationships for student successImplementing Positive Behavior strategies in the classroomTailoring curriculum delivery to diverse learning needsEnabling personalized learning experiencesEngaging in two-way learningCrafting effective plans for students with diverse language backgroundsEmbracing Trauma-Informed PracticeCreating culturally inclusive learning environmentsHarnessing flexibility and innovation to connect learning with contextHow to applyCover Letter - no more than 1 page, telling us why you are passionate about teaching and why you are a great fit for living and working in a small, regional schoolResumeWestern Australian Teacher Registration - please provide your registration number, all kinds accepted including full, limited or provisional statusIf you possess an Australian work visa of any kind (including temporary or bridging, etc) please provide full details of this including if you can work full time / and the expiry dateCEWA warmly welcomes candidates from diverse backgrounds who agree to uphold the Core Catholic Values: respect for the human person, promotion of family, the common good, subsidiarity (advocating for all people especially the vulnerable or marginalised), human dignity, and pursuit of peace.",https://au.jora.com/job/Teacher-05997e9b8d1edec9fe976878f3784f4a?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=d0a9abddd6b872509cb67fe0818c2ce1&sp=serp&sponsored=false&sq=sponsorship+available&sr=28&tk=Ce0BISYmuJknohDuoRiU-22QxoVWnjZkm5mrBLPWu&trigger_source=serp
Jora,All Rounder!,ENCOUNTERS IN 270 PTY LTD,Capertee NSW,$30 - $33 an hour,"**Looking for a flexible all rounder with hotel experience**1. Want your accommodation to have a spa and views like this?2. Your staff gym to look like this?3. Your nights to look like this?4. ‘Happy hours’ to look like this?5. Your work environment to look like this?6. Your friendly mascot to look like this?We’re located 3hr NW of Sydney half-way between Lithgow and Mudgee in one of the most stunning parts of Australia!On your days of you could:-Visit wineries in Mudgee-Go on more hikes than you could throw a stick at!-Read in a hammock on top of escarpments-Go 4WDing-Explore Blue Mountains-Go kayaking 30min away from us-Explore some of the best preserved gold mining towns in AustraliaTasks/duties depending on skill set include housekeeping, lawn mowing, firewood splitting, driving, experience design, email and clerical tasks, carpentry and building, guest relations.Pay is $30 p/h flat then after 3 months it is $32.50 p/h with potential to negotiate depending on skills and qualification.Paid accommodation available with all utilities covered.Must be flexible, great problem solver, reliable and making people happy must come naturally to you and have a 4WD or AWD or be comfortable driving one of ours.Depending on duties can sign of on working holiday visas and potential for sponsorship. Looking for 6month commitments and preferences will be given to candidates with ability to commit longer and hotel/resort experience.Email *****@bubbletentaustralia.com ONLY please with the word 'Arrow' in subject line just so I know you've made it down this far, much appreciated",https://au.jora.com/job/All-Rounder-a35ee3c9b81b6f85061e1eab719ec52c?abstract_type=extended_llm&disallow=true&fsv=true&sl=Australia&sol_key=a3795bd4457f717d80b5f3a053218bd1&sp=serp&sponsored=false&sq=sponsorship+available&sr=29&tk=Ce0BISYmuJknohDuoRiU-22QxoVWnjZkm5mrBLPWu&trigger_source=serp
Seek,Chef,FOX & HOUNDS,"Wongawallan, Gold Coast QLD","$65,000 – $70,000 per year","An exciting opportunity exists for a Full time Chefs PositionatFox & HoundsinWongawallan, QLD.About UsThe Fox and Hounds Country Innis a unique English-licensed restaurant nestled at the base of Tamborine Mountain. With English and Irish memorabilia adorning our walls, we pride ourselves on providing a unique experience to our guests.Why Join Us?Immediate start availableWork in an iconic restaurant in the Upper Coomera/ Mt Tamborine areaJoin a professional, dedicated teamEnjoy a busy kitchen – you’ll never be bored!Experience the beautiful green mountains and sceneryAppreciate the English and Irish memorabilia that decorates our restaurantAbout the Rolepreparing orders for food and beverages from the guestsorganizing the day to day tasksmaintaining required stock levelsPreparing menu itemsPlanning and preparing for events and functions, taking calls and reservationsworking either alone or with other staffAbout YouLiving locally or having access to very reliable transportation is absolutely essentialEnjoy working with food and guests to exceed expectationsFlexible working hours with weekend and public holiday availabilityExcellent verbal and written communication skillsExceptional customer service skillsExcellent work ethic and appropriate experienceAbility to work both independently and as part of a teamHow to ApplyIf you feel that this is the role for you.Apply now via SEEKwith your CV and cover letter outlining your suitability for the role.We regret that we cannot accept applications from candidates requiring sponsorship.We look forward to hearing from you!",https://www.seek.com.au/job/86370256?type=promoted&ref=search-standalone#sol=da71baa6578d0e643fd59aacb5945c799ad8ff36
Seek,Sous Chef,Hurley Hotel Group,"Mannum, Riverland & Murray Mallee SA","$80,000-$85,000 per year plus 12% superannuation","Pretoria Hotelwww.pretoriahotel.com.auHurley Hotel Groupwww.hurleyhotelgroup.com.auSous Chef, Full Time, salaried position$80,000-$85,000 per annum starting salary, negotiable based on experienceTemporary Skill Shortage 482 VISA Sponsorship available for suitable candidatesAnnual wage reviewVaried cooking styles, high quality food productWell established businessExcellent reputation for service and employmentWork with an experienced teamAbout the position:As Sous Chef at the Pretoria you will assist the Head chef with a range of responsibilities including leading and developing our experienced team, proposing menu ideas and daily specials for the Hotel, provide functions and events catering, order stock from a flexible range of nominated suppliers, provide meal service to our customers and contribute to the overall for the success of the food service operation.You will work with a dedicated team of Hospitality professionals to bring your food to our loyal customers not only by working with our excellent management and front of house service team but also through photography, digital marketing and advertising.Who are we looking for?The things that are most important to us are delicious food, great cooking skill and an understanding of the various food interests of our current and potential customers. Equally important is the right personality characteristics and communication style to assist us by leading our team well.The successful candidate will:have completed an apprenticeship and hold a Trade Qualification as a Chefhave previous experience in a busy a la carte hotel bistro, café or restaurant environmentbe a good leader, communicator and a patient trainerbe well organised and prepared in their approach to food servicehave some experience at ordering for varying customer volumeshave a strong knowledge of food safety requirementshave the ability to work calmly under pressureAbout the Company:The Pretoria Hotel enjoys an enviable location on the banks of the River Murray in Mannum with uninterrupted views of the river from the main Bar & Bistro and the lawns between.  Including a 250 seat Bistro and balcony, private function room, licensed lawn area on the riverbanks, Sip n Save bottleshop with underground wine cellar, TAB and Gaming facilities plus regular entertainment.In addition we have an outstanding reputation for meal quality and consistency, enjoying the support of locals and catering to the greater Adelaide area as a tourist destination for dining, celebrating and social occasions. We put together a strong calendar of events and dinners so there's always another occasion to enjoy, just around the corner.If this sounds like something you would like to be part of then get in touch and if we think you're a good fit we'll do the same.",https://www.seek.com.au/job/86347070?type=promoted&ref=search-standalone#sol=1ed0e6434f1c8c0842897c5d23146f96da95e774
Seek,Personal Care Staff - Sponsorship program,Kanandah Retirement Limited,"Mudgee, Blue Mountains & Central West NSW",N/A,"About usKanandah Retirement Ltd is a not-for-profit Residential Aged care providers in Mudgee, NSW, with the completion of additional wing to meet the residential care demand for up-to 96 residents. As the company is expanding, we have various opportunities opening for the candidates seeking to enhance their skills and experience. We're committed to high quality care in a safe, home-like environment where each resident is valued as an individual and a community member.Qualifications & experienceCertificate III in Aged care orCertificate IV or Diploma in Aged careMedication training certificate is an advantageTasks & responsibilitiesAbility to work independently, strive for excellence in resident care and promote an environment of harmony and trust with team and residentsProvide a professional, courteous, and sensitive clinical services to all residentsCoordinate with Registered Nurse and clinical team for note taking and documentation of residentAssist and support residents for their care needsAbility to work collaboratively in a dynamic teamAbility to work independently, strive for excellence in resident care needs and promote an environment of harmony and trust with team and residentsBenefitsSponsorship for the right candidate with residential aged care skills and experienceRewarding wages and salary packaging option availableStaff on-site parking availableTraining provided to enhance the skillsFriendly and supportive work environment",https://www.seek.com.au/job/86287490?type=standard&ref=search-standalone#sol=77bca143dcc04078c1291ee70d28c1f062f3a7bd
